visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
18.4738,118.2255,72.9743,10.1708,159.4292,0.0451,3.2252,-25.2057,17.3387,-14.0499,1.0,-3.0988730324735045,7.19025692,31.388599999999997,0.04896035253392958
5.7899,68.1347,29.7133,4.975,50.3,0.0904,2.6253,-23.1677,30.3397,8.015,1.0,-2.403511011584006,4.54712,22.3247,-0.16338975991298746
33.3076,108.7663,68.2262,6.0042,58.8125,0.0739,2.7734,-35.1761,5.4082,-23.7726,1.0,-2.6050424510279813,4.346243749999999,29.1808,0.006467379915962488
43.6267,115.8607,76.5409,6.0708,67.0459,0.0717,2.8169,-33.9336,-11.4349,-24.7916,1.0,-2.6352645313765626,4.80719103,13.356699999999998,-0.013592454209904677
31.5877,121.4503,78.5109,8.8375,122.7458,0.0512,3.0968,-31.1735,4.9152,-20.9565,1.0,-2.972015746936675,6.28458496,25.871699999999997,0.007523793667411745
10.0895,101.0269,52.3008,8.7792,125.3708,0.0526,3.0917,-27.2694,24.166,-11.3865,1.0,-2.945039159238473,6.59450408,35.5525,0.07782854981162984
9.4446,97.1573,43.6082,7.6542,96.1125,0.0602,2.9759,-27.8638,27.7162,-4.4996,1.0,-2.810082926667362,5.7859725,32.2158,0.2210647178316899
13.3142,95.4374,53.2001,7.7208,92.2292,0.0573,2.977,-27.5664,23.718,-13.6381,1.0,-2.8594546552614433,5.28473316,37.3561,0.06308761952173748
34.8125,109.1963,66.0773,7.9042,100.7875,0.0563,3.0113,-30.264,-1.4611,-21.9081,1.0,-2.877060743836492,5.67433625,20.447000000000003,-0.0022036818658714894
31.8027,105.3266,80.1183,4.5625,37.2708,0.0944,2.5132,-25.2057,-3.2572,-19.1633,1.0,-2.360214205830682,3.51836352,15.906099999999999,-0.006743344770929457
66.1998,105.3266,87.1253,4.3667,31.7583,0.0994,2.4582,-29.3597,-16.6425,-22.5331,1.0,-2.308603165319609,3.15677502,5.890600000000003,-0.025156256134300812
44.7016,121.6652,89.9227,7.3292,86.3542,0.0616,2.9126,-41.5433,-11.4349,-24.5329,1.0,-2.787093408442663,5.319418720000001,13.098,-0.01121973218831652
9.0146,101.2419,60.4877,8.1833,124.6667,0.0585,3.0241,-41.8688,30.1224,-4.8439,1.0,-2.8387285247443264,7.293001950000001,34.9663,0.1485264800454475
12.4543,96.7273,72.5385,4.9833,49.2833,0.0902,2.6247,-21.1547,29.687,-10.2919,1.0,-2.405725851913559,4.445353659999999,39.9789,0.1363527444972867
47.0664,98.8771,72.1925,5.9417,59.6167,0.0761,2.7514,-21.1547,-6.3784,-13.0985,1.0,-2.575707014114497,4.53683087,6.7200999999999995,-0.023018833722015936
50.2912,125.9649,77.6678,7.8208,116.7292,0.0612,3.0334,-27.5664,-5.332,-12.2862,1.0,-2.7936080894638566,7.14382704,6.954199999999999,-0.01574318164645305
11.8094,124.03,71.7843,7.725,109.0417,0.0595,3.0081,-20.584,28.8133,-3.2725,1.0,-2.821778966430553,6.48798115,32.0858,0.4277436516068463
6.4348,119.5154,47.5317,10.7833,223.0667,0.0531,3.2658,-11.9758,33.3599,14.1694,1.0,-2.935578350734244,11.84484177,19.190500000000004,-0.19659331461549262
5.7899,110.0562,25.4263,5.275,121.0583,0.2376,2.2834,-12.7902,33.5741,24.4326,1.0,-1.4371666914936472,28.76345208,9.1415,-0.10743786243172852
4.715,17.3989,8.0337,0.6792,1.8208,0.4659,1.0928,0.8227,33.7879,28.8613,1.0,-0.763784260159386,0.84831072,4.9266000000000005,1.4229964404460786
5.3599,91.9977,19.5907,4.3917,61.6333,0.1574,2.4002,-80.6227,34.0016,10.0552,1.0,-1.8489649429988342,9.701081420000001,23.946400000000004,-0.04194220923238019
10.9494,78.2388,42.7752,3.6458,30.7375,0.1208,2.3333,-97.4542,22.1418,-54.4049,1.0,-2.1136189934814222,3.7130900000000002,76.5467,0.0041761332407700014
30.5128,67.7047,57.0345,1.4208,4.7125,0.2495,1.6001,-101.5201,-37.3747,-87.974,1.0,-1.3882963637905636,1.17576875,50.59930000000001,-0.004184767551688648
65.1249,72.8643,68.5747,0.2917,0.3333,0.5946,0.6575,-106.8235,-96.4604,-103.0566,1.0,-0.5198663684181397,0.19818017999999998,6.596199999999996,-0.008762064483122787
5.3599,84.0434,26.0612,8.0917,132.4583,0.0646,3.0377,-6.9039,34.215,21.6018,1.0,-2.739540868193581,8.55680618,12.613200000000003,-0.2294204415565462
6.2198,79.9587,34.757,7.7417,103.55,0.0594,3.002,-14.7056,33.7879,12.9126,1.0,-2.823461052613538,6.15087,20.875300000000003,-0.17793638107966134
7.0798,124.245,50.9092,9.6583,157.175,0.047,3.2115,-26.0869,32.9311,1.6107,1.0,-3.0576076772720784,7.387225000000001,31.3204,-0.7837347541131588
16.109,92.6426,60.9193,7.9375,103.1375,0.0553,3.0207,-15.8096,22.5934,-3.9699,1.0,-2.8949823704538478,5.70350375,26.563299999999998,0.3599822955769694
19.3337,105.9715,77.6602,6.5625,80.2375,0.0713,2.867,-14.7056,23.2689,-7.0648,1.0,-2.6408589515618868,5.72093375,30.3337,0.2239717444880456
19.9787,92.6426,62.5645,7.2542,93.8458,0.0628,2.9714,-15.2567,23.044,-3.6174,1.0,-2.7678002055079842,5.893516239999999,26.6614,0.41754253706170813
49.4312,100.597,82.1043,3.9792,29.0875,0.1062,2.4289,-15.533,-2.4852,-12.0411,1.0,-2.2424311701742985,3.0890925,9.555900000000001,-0.01328739481234154
56.9556,125.5349,87.0808,8.6333,133.925,0.0542,3.1108,-19.7316,-4.2916,-13.6215,1.0,-2.9150743705365367,7.258735000000001,9.329899999999999,-0.015967318897116462
22.1285,114.5708,59.3725,8.0875,103.4875,0.056,3.0059,-26.6771,18.4927,-7.26,1.0,-2.8824035882469876,5.7953,25.752699999999997,0.09548278698769024
19.7637,91.9977,59.6706,4.3083,32.375,0.099,2.4613,-29.6606,17.57,-13.8498,1.0,-2.312635428847547,3.2051250000000002,31.419800000000002,0.04277089394837448
52.441,113.2809,83.9577,3.1833,22.1333,0.1341,2.2453,-32.3943,-20.0152,-28.8308,1.0,-2.0091694886945044,2.9680755299999997,8.8156,-0.021430615325494087
50.9361,121.8802,87.5738,5.6833,52.825,0.0784,2.692,-33.9336,-9.5551,-26.0201,1.0,-2.545931351625775,4.1414800000000005,16.465,-0.010821721151881597
30.5128,98.0172,70.9504,7.3792,91.5375,0.0613,2.9637,-30.5666,0.3176,-23.5494,1.0,-2.791975436039971,5.61124875,23.866999999999997,0.0004412182964924872
9.2296,115.8607,60.8681,8.3625,116.2542,0.0534,3.0851,-31.4778,26.1705,-14.2234,1.0,-2.9299445330159877,6.20797428,40.3939,0.05845265264685535
36.7473,107.9064,83.9619,5.3458,52.2458,0.0868,2.6609,-30.8697,-11.7051,-23.3129,1.0,-2.4441486573158326,4.53493544,11.6078,-0.016264713536724446
49.2163,98.0172,74.7664,6.2917,62.275,0.0708,2.7743,-28.7597,-13.6085,-23.0301,1.0,-2.647896278282463,4.40907,9.421600000000002,-0.02054613240027423
35.0274,108.5513,62.0883,8.3292,108.7875,0.0565,3.0122,-28.7597,0.3176,-16.7011,1.0,-2.873514640829742,6.146493749999999,17.0187,0.0006612277413914095
42.1218,128.3297,77.31,8.5167,125.3167,0.0544,3.0785,-30.8697,-6.6409,-18.5621,1.0,-2.91139112512024,6.81722848,11.9212,-0.011589572688047885
43.1968,104.4667,72.8374,4.8792,42.8792,0.0882,2.617,-24.038,-7.1672,-15.8771,1.0,-2.4281483159693913,3.78194544,8.709900000000001,-0.018779326495134387
10.7345,102.3168,78.1507,4.6292,36.2625,0.0974,2.5108,-22.8787,28.8133,-12.4428,1.0,-2.3289290683336477,3.5319675000000004,41.2561,0.10121468712275489
8.7996,91.1378,49.7251,7.425,90.7,0.0595,2.9557,-23.1677,30.1224,4.287,1.0,-2.821778966430553,5.39665,25.8354,-0.3032865612201766
24.0633,90.7078,69.1441,6.3292,67.7542,0.0692,2.8122,-18.0396,7.6109,-10.6915,1.0,-2.670754416358513,4.688590639999999,18.3024,0.03946121672924512
37.8222,115.6457,76.5081,6.75,78.0083,0.0644,2.8925,-22.0145,-0.6967,-11.1681,1.0,-2.7426416458718292,5.0237345200000005,10.471400000000001,-0.002833724926805941
19.3337,133.7042,81.2326,8.3458,131.1792,0.0574,3.0588,-26.0869,19.6402,-8.7855,1.0,-2.8577109756566164,7.52968608,28.4257,0.08569528934774229
5.7899,92.4277,23.1841,4.5333,55.7417,0.1822,2.387,-5.332,33.3599,22.3126,1.0,-1.702650294156279,10.15613774,11.047300000000003,-0.2804041387532868
5.5749,59.5354,7.7491,0.9208,13.0542,0.6165,0.9246,18.9525,34.0016,32.6897,1.0,-0.48369695637773796,8.0479143,1.3119000000000014,0.05488098704614751
5.3599,11.3794,6.633,0.2625,0.4458,0.6789,0.6337,12.4169,33.7879,30.4604,1.0,-0.38728143767453577,0.30265361999999996,3.3275000000000006,0.08933310196791677
5.3599,36.3173,11.2769,2.2542,17.8375,0.2651,1.8585,-57.6792,34.0016,16.3521,1.0,-1.3276481656871573,4.7287212499999995,17.649500000000003,-0.0360501097675926
7.9397,61.0403,30.4154,4.1208,33.4125,0.1069,2.4628,-91.0187,26.8344,-31.6575,1.0,-2.2358614609511376,3.57179625,58.4919,0.009312893689991268
22.9884,68.3497,49.7453,3.2,16.7083,0.1346,2.146,-96.4604,-21.7274,-76.0222,1.0,-2.0054478617715095,2.24893718,54.294799999999995,-0.002962908690408983
33.0926,81.8935,61.0688,1.4667,5.6083,0.2501,1.6355,-106.2813,-64.0014,-97.9609,1.0,-1.3858944410985636,1.40263583,33.95949999999999,-0.0061472354779788605
56.9556,73.0793,66.3519,0.5958,0.9375,0.4225,1.0076,-105.7418,-93.405,-100.3243,1.0,-0.8615658321849086,0.39609374999999997,6.919299999999993,-0.008804755239131084
5.3599,89.2029,38.1984,8.1333,118.8834,0.0585,3.0566,-13.8821,34.215,12.2526,1.0,-2.8387285247443264,6.9546789,21.962400000000002,-0.2011560597668973
6.2198,96.5123,66.288,5.65,55.7583,0.0777,2.7298,-16.3644,33.7879,-7.1531,1.0,-2.5549000216085354,4.3324199100000005,40.941,0.28864684647529415
7.9397,94.1475,62.048,5.5375,60.0792,0.0849,2.6999,-13.6085,31.8552,-5.3357,1.0,-2.4662811856648355,5.10072408,37.1909,0.43871115284042905
13.3142,96.2973,62.6661,8.4833,117.0333,0.0571,3.039,-12.7902,25.282,-1.0776,1.0,-2.8629511623201727,6.682601429999999,26.3596,1.8343259444054913
7.5097,87.913,28.0254,7.4917,110.8833,0.0654,2.9793,-6.1162,32.2862,20.0146,1.0,-2.727233020518984,7.25176782,12.2716,-0.2637474924525462
11.8094,87.2681,60.8438,7.2042,90.8958,0.0621,2.9534,-9.0217,28.5944,-0.9508,1.0,-2.779009290042704,5.64462918,29.5452,3.333522829536856
59.3204,103.8217,82.2463,3.3625,27.0208,0.13,2.3005,-12.7902,-1.4611,-9.5306,1.0,-2.0402208285265546,3.5127040000000003,8.0695,-0.011986223255665734
6.6498,122.5252,74.3843,7.8167,108.2667,0.0591,3.0167,-13.0626,32.5014,-5.01,1.0,-2.8285243545700847,6.39856197,37.511399999999995,0.4966320173029532
6.4348,82.5385,50.6716,6.15,71.275,0.0742,2.8069,-24.3292,32.2862,1.4419,1.0,-2.6009911288088023,5.2886050000000004,30.8443,-0.9203520040517085
21.2686,104.0367,59.7806,5.9083,56.9417,0.0733,2.7582,-23.7475,18.2624,-7.4315,1.0,-2.613194670089531,4.17382661,25.6939,0.10348168038765002
50.0762,108.9813,83.0709,5.7708,56.3458,0.0741,2.7618,-27.2694,-4.0324,-19.5959,1.0,-2.6023397466800957,4.17522378,15.563500000000001,-0.007546104396171514
10.5195,109.4113,76.0496,6.6,74.75,0.0679,2.8598,-26.973,27.0552,-16.6155,1.0,-2.6897192444174864,5.075525,43.6707,0.0603681798282556
11.1644,110.2712,72.2924,6.8,75.8333,0.0656,2.8745,-28.7597,26.6133,-19.3164,1.0,-2.7241795830320936,4.97466448,45.9297,0.04790581003472091
62.3302,126.1799,89.3406,6.5792,74.3042,0.0676,2.8712,-31.7826,-14.1561,-22.5842,1.0,-2.694147295933219,5.022963919999999,8.428099999999999,-0.01972193343265852
31.1577,104.0367,76.7105,5.7208,55.6792,0.0779,2.7184,-25.4989,2.0793,-16.2552,1.0,-2.5523293261054345,4.33740968,18.3345,0.005016529731091767
38.8971,119.5154,72.8827,6.4792,71.9458,0.0674,2.8557,-27.2694,-0.1888,-19.4267,1.0,-2.6971102610638757,4.849146920000001,19.2379,-0.0003563915299587445
43.6267,117.7956,76.7315,5.8042,62.3375,0.0781,2.7584,-24.6208,-8.2246,-16.6129,1.0,-2.5497652221364966,4.86855875,8.3883,-0.02010792118206712
35.4574,101.0269,71.6156,5.7333,54.4833,0.0767,2.7236,-22.8787,-1.9724,-14.6714,1.0,-2.5678535706089263,4.17886911,12.699,-0.00587613943246585
48.5713,108.1214,76.8037,5.5667,55.3833,0.0783,2.7253,-23.7475,-2.7422,-14.5736,1.0,-2.54720767598538,4.336512389999999,11.8314,-0.00792345115181385
6.8648,86.1932,39.474,5.2375,48.7208,0.0814,2.6751,-15.8096,31.207,3.3218,1.0,-2.5083800059736423,3.96587312,27.8852,-0.5942342206290622
7.5097,107.6914,62.263,7.6958,100.0542,0.0618,2.9786,-18.6017,31.207,-3.1764,1.0,-2.783851914518492,6.18334956,34.3834,0.5281584076376746
30.0828,95.4374,70.6633,5.7958,54.6625,0.0738,2.7457,-18.3204,3.3275,-7.3425,1.0,-2.6063965473757102,4.034092500000001,10.67,0.024736551636386266
54.1609,138.2189,84.9394,7.4417,99.7333,0.0619,2.9536,-24.038,4.421,-12.173,1.0,-2.7822350992915865,6.1734912699999995,16.594,0.015108611780901933
5.7899,137.3589,51.9346,8.7667,166.1667,0.0665,3.1044,-13.6085,34.215,10.9511,1.0,-2.7105533313203285,11.05008555,23.263900000000003,-0.22958766015639528
5.3599,39.3271,8.258,1.3583,10.5833,0.4344,1.3808,19.4112,34.0016,31.7068,1.0,-0.8337895103624113,4.59738552,2.294800000000002,0.05524520080253456
5.1449,31.1577,6.4482,0.4125,2.5708,0.7483,0.6303,13.3639,34.0016,32.5092,1.0,-0.28995131189582424,1.9237296400000001,1.4924000000000035,0.07826360604212375
5.3599,24.9233,10.3834,1.8833,8.775,0.216,1.8337,-30.264,33.7879,17.9237,1.0,-1.5324768712979722,1.8954,15.8642,-0.06228840434792135
6.0048,56.5257,15.9041,3.2875,28.4792,0.1609,2.2304,-68.6495,34.6414,6.1201,1.0,-1.8269722249837996,4.58230328,28.521299999999997,-0.0824516855782123
17.8289,67.9197,51.2989,2.0125,9.9125,0.2006,1.8668,-93.405,-0.4426,-78.5897,1.0,-1.606442403454302,1.9884475,78.1471,-6.029421619781577e-05
31.5877,67.4897,49.8486,2.3708,10.5792,0.1597,1.9932,-98.9616,-48.8732,-82.2293,1.0,-1.8344582237611702,1.68949824,33.3561,-0.006005891388857917
44.9166,84.2583,66.0478,1.7875,8.3875,0.2227,1.7897,-106.2813,-80.1903,-97.8362,1.0,-1.5019297047188152,1.8678962499999998,17.64590000000001,-0.007711971290124298
62.3302,73.9392,66.6365,0.3833,0.4417,0.5259,0.7424,-105.7418,-95.8417,-101.6857,1.0,-0.6426441983868385,0.23229003,5.843999999999994,-0.008913492981495639
8.7996,91.9977,68.8384,6.1292,81.8042,0.0769,2.7871,-13.8821,32.2862,-7.7101,1.0,-2.565249402470539,6.290742979999999,39.9963,0.3016489051098615
40.617,98.6621,82.0657,3.525,23.5583,0.1178,2.3276,-15.8096,2.5796,-12.7757,1.0,-2.138767007764651,2.77516774,15.3553,0.01277164331770903
27.718,121.8802,73.6889,6.6667,81.65,0.0693,2.8773,-15.8096,14.3063,-5.7682,1.0,-2.6693103727862795,5.658345000000001,20.0745,0.15687947804209015
7.7247,111.5611,54.3129,8.5375,128.3458,0.0539,3.1114,-7.6951,31.8552,6.3242,1.0,-2.9206248010671856,6.91783862,25.531,-0.65457659444556
8.3696,80.3887,45.8269,5.9958,64.7292,0.079,2.7706,-5.332,31.8552,9.5246,1.0,-2.5383074265151158,5.1136068,22.3306,-0.6272540144359317
19.9787,90.0629,73.4488,4.4833,38.7333,0.098,2.5445,-7.9597,25.7267,-3.4549,1.0,-2.322787800311565,3.7958634,29.1816,0.9355174682273526
8.5846,114.3558,70.9051,9.6583,150.7833,0.0494,3.1665,-10.0901,32.2862,-1.2669,1.0,-3.0078048547882603,7.44869502,33.5531,2.5256846578763112
6.2198,101.2419,32.9759,5.6333,61.7667,0.0847,2.7155,-14.1561,33.5741,16.7725,1.0,-2.4686396773241284,5.23163949,16.8016,-0.14140441102131562
6.6498,105.3266,40.2013,6.0958,74.9458,0.0817,2.7872,-23.7475,32.0708,2.7529,1.0,-2.50470127711618,6.1230718600000005,29.317899999999998,-0.49057053677865825
17.6139,107.6914,72.0884,6.9083,75.4833,0.0652,2.8582,-24.6208,21.9157,-15.3666,1.0,-2.73029581004953,4.92151116,37.2823,0.057926248097400664
21.9135,117.3656,56.9271,7.3167,82.5083,0.0599,2.9199,-25.2057,18.2624,-8.4168,1.0,-2.8150787738607335,4.942247170000001,26.6792,0.0860819468073473
10.3045,82.7535,54.5875,6.6583,76.4417,0.067,2.854,-21.1547,23.718,-7.9817,1.0,-2.703062659591171,5.1215939,31.6997,0.14046748073530477
16.754,108.5513,84.9974,4.5833,38.5167,0.0939,2.5474,-24.913,14.7759,-14.9406,1.0,-2.3655248927679198,3.6167181299999998,29.7165,0.03969720010964046
64.05,119.0854,88.8587,5.1333,45.525,0.084,2.628,-22.8787,-9.0217,-16.3216,1.0,-2.4769384801388235,3.8241,7.299900000000001,-0.024159854113581677
55.6657,127.0398,83.7041,8.975,146.5917,0.0524,3.1605,-25.2057,-9.5551,-16.7857,1.0,-2.9488486876551407,7.68140508,7.230599999999999,-0.022583799873044062
44.0567,124.89,81.5325,10.2833,180.2,0.0458,3.2622,-27.8638,-3.5153,-14.1268,1.0,-3.083471187861998,8.25316,10.6115,-0.008930550965502963
49.0013,113.2809,81.7189,5.9333,62.725,0.0753,2.767,-19.1657,-5.0714,-12.6603,1.0,-2.5862751441762892,4.723192500000001,7.5889,-0.020900620685300582
44.4866,140.5837,81.8751,8.2083,114.325,0.062,2.994,-24.913,8.097,-14.8237,1.0,-2.7806208939370456,7.08815,22.9207,0.02192509551688712
18.9038,151.7627,64.9922,7.8917,111.2,0.0612,2.9927,-23.4573,24.6132,-3.4966,1.0,-2.7936080894638566,6.80544,28.1098,0.30008487415886087
22.3435,113.0659,61.3216,7.8,108.4,0.0611,2.9956,-18.0396,18.9525,-6.3607,1.0,-2.7952434128045875,6.623240000000001,25.313200000000002,0.1651713388353202
41.9069,119.7304,77.719,6.5292,70.9875,0.0669,2.8488,-18.0396,5.9,-6.013,1.0,-2.7045563118479543,4.7490637499999995,11.913,0.05439185924307249
50.0762,133.4893,88.2304,10.475,182.85,0.0454,3.2648,-28.1619,-0.9511,-14.6229,1.0,-3.092243173934835,8.30139,13.6718,-0.0023095678193035137
6.2198,115.0008,58.4882,7.5792,115.7208,0.0732,2.9633,-22.5901,33.3599,5.6448,1.0,-2.614559858014871,8.47076256,27.715100000000003,-0.2616122208471291
5.5749,33.3076,8.1656,1.2583,9.3667,0.4491,1.3381,16.4106,34.6414,32.404,1.0,-0.8005096988884447,4.20658497,2.237399999999994,0.06514368951962221
5.5749,46.8515,12.2376,3.3083,32.3583,0.2229,2.1093,4.421,35.2792,29.4107,1.0,-1.501032038590314,7.21266507,5.8685000000000045,0.27132689961802314
5.1449,20.1937,7.7222,0.8833,3.325,0.4296,1.2329,5.4082,35.2792,29.8162,1.0,-0.8449007357874821,1.42842,5.4630000000000045,0.21878305969630085
6.0048,36.3173,10.2944,1.8125,12.1958,0.301,1.6796,-27.8638,33.7879,23.1324,1.0,-1.2006450142332614,3.6709358,10.6555,-0.05242037972085319
6.4348,65.3399,30.3801,4.4792,35.6375,0.0936,2.5297,-96.9562,33.1456,-33.6741,1.0,-2.3687248954985907,3.3356700000000004,66.81970000000001,0.010152062946272186
11.8094,61.9002,44.7201,2.5417,14.825,0.1696,2.0458,-98.4569,17.57,-68.6,1.0,-1.7743125556243344,2.51432,86.16999999999999,0.00260136617118345
43.8417,66.4148,55.2484,1.2667,3.5083,0.2666,1.5089,-99.4687,-72.6526,-91.3158,1.0,-1.3220058712375287,0.9353127800000001,18.66319999999999,-0.007998688622716866
52.441,81.6786,69.1962,1.5375,4.1375,0.233,1.5761,-106.2813,-86.3875,-98.2454,1.0,-1.4567168254164364,0.9640375000000001,11.8579,-0.008273358106371136
66.6298,78.8838,71.6567,0.45,0.575,0.4847,0.8388,-107.3685,-99.4687,-104.7627,1.0,-0.7242251361308067,0.27870249999999996,5.293999999999997,-0.008843066143512218
41.4769,97.3723,73.6839,4.4583,36.625,0.0958,2.5284,-12.2468,4.1733,-8.5255,1.0,-2.3454925940053224,3.5086749999999998,12.698799999999999,0.0399702736019198
41.4769,135.854,86.7953,5.2917,55.1417,0.0876,2.6716,-13.6085,-0.1888,-10.4331,1.0,-2.4349742810397914,4.83041292,10.244299999999999,-0.0013297756074412421
8.3696,128.9746,71.4048,8.7,128.8083,0.0542,3.1081,-14.4306,32.0708,-3.0073,1.0,-2.9150743705365367,6.98140986,35.0781,0.7390071673422667
7.7247,78.6688,43.0675,5.6375,60.6375,0.0794,2.7557,-7.9597,32.7164,7.6853,1.0,-2.533256910729047,4.8146175,25.031100000000002,-0.5348204249197972
6.4348,73.5092,36.5399,6.2375,67.4458,0.0715,2.8095,-5.8544,33.7879,13.5911,1.0,-2.6380578292821752,4.8223747,20.1968,-0.42464322559011747
10.7345,79.5287,42.1101,5.6667,57.3167,0.0774,2.7443,-3.5153,32.0708,9.393,1.0,-2.558768498386456,4.436312579999999,22.677799999999998,-0.9712769379793422
5.5749,67.4897,23.0287,4.45,44.7833,0.1081,2.5345,-3.5153,34.0016,20.5956,1.0,-2.2246985543369746,4.84107473,13.406000000000002,-0.46963722287523313
5.7899,79.0988,23.0648,4.7,44.9417,0.0952,2.6028,-19.4484,33.7879,21.4658,1.0,-2.3517753371848173,4.27844984,12.322099999999999,-0.08093385804758964
10.5195,99.0921,47.9432,6.8083,75.0667,0.065,2.8747,-22.302,30.5569,1.5543,1.0,-2.7333680090865,4.8793355,29.002599999999997,-0.8815168830522627
19.9787,95.8674,47.1051,6.2125,60.9792,0.0706,2.7732,-22.302,19.1819,-2.1539,1.0,-2.650725134482941,4.30513152,21.3358,0.3993211147596452
32.4477,82.9685,57.7366,4.5458,39.3958,0.0972,2.525,-20.8691,10.9876,-12.7021,1.0,-2.3309845675157437,3.82927176,23.689700000000002,0.041449910113233374
19.9787,91.7827,56.3098,7.9958,105.3292,0.0582,3.0231,-17.7593,19.1819,-4.8311,1.0,-2.843869924244745,6.13015944,24.012999999999998,0.22357320457528318
43.8417,97.1573,74.1752,3.9042,26.1042,0.1091,2.375,-11.9758,4.1733,-5.8462,1.0,-2.215490386143112,2.84796822,10.0195,0.05960756790559753
32.8776,127.8997,77.3218,9.225,136.2334,0.0498,3.1216,-22.302,15.0103,-8.7894,1.0,-2.99974029495153,6.784423319999999,23.7997,0.07657488114494686
53.7309,133.7042,81.0479,8.3625,130.0958,0.0575,3.0665,-26.6771,-4.2916,-12.9342,1.0,-2.855970331178832,7.4805085,8.642600000000002,-0.012437727791977219
44.4866,129.8345,72.9357,5.775,74.6833,0.0868,2.7229,-18.8835,-4.2916,-8.4832,1.0,-2.4441486573158326,6.48251044,4.1916,-0.026790266754748684
61.4702,127.6847,90.964,8.2875,112.0458,0.0534,3.0612,-19.7316,-5.593,-10.6754,1.0,-2.9299445330159877,5.98324572,5.0824,-0.02655206849732352
19.3337,144.8833,75.6087,6.7333,78.4833,0.0647,2.8897,-27.2694,17.8011,-11.4094,1.0,-2.7379940774752822,5.077869509999999,29.210500000000003,0.05721480883920946
14.3891,64.265,43.6695,4.2875,30.9708,0.1009,2.4528,-7.1672,25.9487,3.2421,1.0,-2.2936253516225737,3.12495372,22.706599999999998,-1.1167081231867386
23.8484,119.9454,65.5566,7.175,89.7667,0.0638,2.9432,-17.4794,24.3897,-3.9093,1.0,-2.752002088631393,5.727115459999999,28.299,0.3569282625962783
46.4215,123.3851,85.822,7.6625,92.0792,0.0584,2.964,-23.1677,5.1619,-8.276,1.0,-2.8404393891479556,5.37742528,13.437899999999999,0.026921929583581153
7.7247,128.5447,69.2029,9.1292,144.1958,0.0494,3.1849,-24.038,32.2862,-1.2219,1.0,-3.0078048547882603,7.1232725199999996,33.5081,1.0992157362540274
5.3599,76.519,13.4629,3.3542,38.4042,0.2007,2.1587,0.0646,34.215,28.7444,1.0,-1.6059440231798447,7.70772294,5.470600000000005,18.425987769732444
5.3599,38.8971,8.5561,1.7542,14.0542,0.3408,1.6248,21.0085,34.0016,32.2102,1.0,-1.0764594840269763,4.78967136,1.791400000000003,0.050247086793745795
5.3599,44.2717,8.9163,1.9167,15.425,0.3111,1.7168,21.6893,36.3381,32.95,1.0,-1.1676408750785459,4.7987175,3.3880999999999943,0.050846523086105676
5.7899,29.4379,10.4758,1.7167,8.125,0.2334,1.7562,-2.4852,35.9152,24.3156,1.0,-1.4550015591296814,1.896375,11.599599999999999,-0.5943358860704362
5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336,1.0,-1.8845328693804098,4.45890298,23.354300000000002,-0.047172580995703685
12.2393,81.6786,43.5889,5.35,51.525,0.0824,2.6901,-100.4897,14.0712,-52.0446,1.0,-2.496169842066711,4.24566,66.11580000000001,0.002690505667288061
15.2491,84.0434,62.813,2.6583,17.4917,0.1717,2.088,-102.5603,7.3674,-88.8939,1.0,-1.7620065110787073,3.00332489,96.2613,0.0008080960929344105
41.6919,71.7894,62.829,0.8042,1.5875,0.3548,1.2021,-102.5603,-75.9472,-96.537,1.0,-1.0362010285467127,0.563245,20.58980000000001,-0.007670765141931755
48.7863,75.0141,63.1313,0.9833,2.2917,0.3153,1.3321,-103.0842,-82.8076,-94.2667,1.0,-1.1542307124311217,0.7225730100000001,11.459100000000007,-0.00852157339557012
65.3399,83.1834,73.7427,1.1875,3.1458,0.2758,1.4695,-107.9162,-94.8607,-102.3982,1.0,-1.2880793136229356,0.8676116399999999,7.5375000000000085,-0.008584348852555284
44.7016,127.2548,78.5092,6.05,70.2334,0.0735,2.8114,-17.1999,5.1619,-7.9431,1.0,-2.610469872763346,5.1621549,13.105,0.0377827560970791
7.9397,129.6196,73.8107,9.0542,145.5458,0.0532,3.1461,-16.3644,32.5014,-2.0964,1.0,-2.933696882634538,7.74303656,34.5978,0.9473878943971484
6.8648,115.2158,30.4297,5.5667,63.2667,0.0823,2.7712,-9.8224,32.9311,19.7146,1.0,-2.497384171299113,5.20684941,13.2165,-0.1700594036602596
6.4348,59.5354,21.5885,4.8292,52.1792,0.1035,2.6197,0.0646,33.1456,23.6503,1.0,-2.2681836662767134,5.4005472,9.4953,21.69485305817405
6.2198,81.2486,31.707,6.8083,83.9833,0.0688,2.9016,-24.3292,33.5741,10.6777,1.0,-2.676551534042839,5.77805104,22.8964,-0.1292405615288906
6.4348,62.9751,33.5184,5.95,58.7667,0.0749,2.7453,-22.0145,33.1456,1.9975,1.0,-2.5916013884589635,4.4016258299999995,31.148100000000003,-0.7537551126489024
5.7899,49.6462,18.9592,3.7625,28.3625,0.1186,2.3894,-8.4899,32.7164,18.8133,1.0,-2.131998792418512,3.3637925,13.903099999999998,-0.20483206985618893
